"Customer AWS Account Number","Product Title","Product Id","Product Code","Subscription Start Date","Offer ID","Offer Visibility","Solution Title","Solution ID","Payer Reference ID"
"0414-8355-2419","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-07-03","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","cQV4U4VhRf"
"0414-8355-2419","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-07-03","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","cQV4U4VhRf"
"0429-6755-0238","Informatica Data Quality For RHEL (BYOL)","b788a592-68c3-49f1-a73f-cebb8908f2e6","av5vh3shzny6l5b8xrh9a9y3q","2019-12-13","av5vh3shzny6l5b8xrh9a9y3q","Public","","","BzEDkh1Sjyx"
"0435-0338-5812","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2018-01-04","c5h4rsrjctqqjg1udtyxxekac","Public","","","X1e2QNqpHx2"
"0463-1539-7517","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2020-02-25","aiuhmjnu9qqdkztzj54s7nh15","Public","","","J5FwLPuxVTc"
"0464-9241-3931","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2017-12-15","9jm3n4pl2h59tpnsrilkg190w","Public","","","PSyHG2kQHGe"
"0464-9241-3931","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-12-15","aiuhmjnu9qqdkztzj54s7nh15","Public","","","PSyHG2kQHGe"
"0471-5538-4813","Informatica Enterprise Data Preparation - Rhel","0d8414db-8cfc-42b4-93e3-782c95eab620","st11c9o2fkzh4mtm7txm79k0","2020-03-24","offer-4j6oolr3mhkue","Public","Informatica Enterprise Data Preparation","0afc7704-c1c0-4304-82b6-7666e0bc8c75","gnR4LB5HV21"
"0471-5538-4813","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-07-09","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","gnR4LB5HV21"
"0471-5538-4813","Informatica Enterprise Data Catalog - Rhel","f14bcb8d-1ceb-4d05-b2b6-07d944d1f708","ea9rhy6qshwsphjkp39gwbmko","2020-03-24","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","gnR4LB5HV21"
"0471-5538-4813","Informatica Intelligent Cloud Services ETL for Amazon PAYG","cf673aed-799a-4df2-a9bc-546e97127088","ca1ah6au715l3h594zaw0hnd4","2018-09-07","ca1ah6au715l3h594zaw0hnd4","Public","","","gnR4LB5HV21"
"0471-5538-4813","Informatica Enterprise Data Catalog - Bastion","dcf7c1e2-b242-40b7-8b3d-0660f1e3b8d8","d2y1srilp9bt0hny7jwuveeoo","2020-03-24","offer-qaseju72rnfoe","Public","Informatica Enterprise Data Catalog","dbbc4c44-2535-4eeb-a670-51110ee604a1","gnR4LB5HV21"
"0471-5538-4813","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-07-09","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","gnR4LB5HV21"
"0471-5538-4813","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2017-12-08","c5h4rsrjctqqjg1udtyxxekac","Public","","","gnR4LB5HV21"
"0471-5538-4813","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-07-09","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","gnR4LB5HV21"
"0471-5538-4813","Informatica Enterprise Data Preparation -Bastion","92fae392-02a2-4ef4-8c92-9514b4382a9a","8p98mkhe5k1e2ibbb1617eqvu","2020-03-24","offer-4j6oolr3mhkue","Public","Informatica Enterprise Data Preparation","0afc7704-c1c0-4304-82b6-7666e0bc8c75","gnR4LB5HV21"
"0471-5538-4813","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2018-11-02","54pi6dirauiqk20ougnfis25l","Public","","","gnR4LB5HV21"
"0480-5843-0510","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-10-28","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","h7HPuqAiHHz"
"0480-5843-0510","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-10-28","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","h7HPuqAiHHz"
"0480-5843-0510","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-10-28","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","h7HPuqAiHHz"
"0517-0447-8360","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2018-02-14","9jm3n4pl2h59tpnsrilkg190w","Public","","","gf6zCAAzSLr"
"0536-7866-4297","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2018-12-13","aiuhmjnu9qqdkztzj54s7nh15","Public","","","SjhVrJA5dzE"
"0565-4409-4816","Vibe Data Stream for Machine Data","1c1b8717-d4ec-4351-b54c-2f10289b825a","1nwl5t5nxb38fu0ishezv4va2","2015-03-31","1nwl5t5nxb38fu0ishezv4va2","Public","","","NzWqEUWqAsA"
"0588-1212-6639","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-09-04","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","SNWdkHx66uD"
"0588-1212-6639","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-09-04","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","SNWdkHx66uD"
"0588-1212-6639","Informatica Data Management as a Service for Amazon Web Services","1f0b9557-84e4-4bcb-acc2-aa5be6e98f83","1u5zklci5o5f4oglizbnsyt1f","2019-08-26","1u5zklci5o5f4oglizbnsyt1f","Public","","","SNWdkHx66uD"
"0588-1212-6639","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-09-04","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","SNWdkHx66uD"
"0617-3724-9886","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2019-02-17","6v1zb9yrtsigaykmxgr2y7557","Public","","","d9KdFA99RX8"
"0617-3724-9886","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-02-17","aiuhmjnu9qqdkztzj54s7nh15","Public","","","d9KdFA99RX8"
"0630-4301-5640","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-09-16","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","MaBjnyCSv4j"
"0630-4301-5640","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-09-16","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","MaBjnyCSv4j"
"0630-4301-5640","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-09-16","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","MaBjnyCSv4j"
"0631-1495-3460","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2018-09-17","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","hx8KCHPKp8c"
"0631-1495-3460","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2018-09-17","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","hx8KCHPKp8c"
"0646-9620-3374","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-01-25","aiuhmjnu9qqdkztzj54s7nh15","Public","","","MeUBPy273oM"
"0696-0640-6413","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2017-05-11","c5h4rsrjctqqjg1udtyxxekac","Public","","","W3E5auU6yrn"
"0699-8333-3338","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2019-07-05","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","V5TTLRFA4jU"
"0699-8333-3338","Informatica Big Data Management","b1dd2def-4f96-41c3-9e2d-1837a11216e5","aj2unw04iokvt8qfnv02nq485","2019-07-05","aj2unw04iokvt8qfnv02nq485","Public","","","V5TTLRFA4jU"
"0699-8333-3338","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2019-07-05","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","V5TTLRFA4jU"
"0701-4307-8640","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-10-11","aiuhmjnu9qqdkztzj54s7nh15","Public","","","PSyHG2kQHGe"
"0720-1644-8848","Informatica Big Data Management","e1c7914f-2552-4184-8394-dc2348458309","dd78l7yoaveyrb70mmdn80lxl","2018-10-21","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","6rrhatwXua"
"0720-1644-8848","Informatica Big Data Management","c7cfaf5d-be97-48f4-8722-67ed54b672cb","btusblrp1k2191podtjrzj8wb","2018-10-21","offer-zsibznfxcdstu","Public","Informatica Big Data Management","73cfd3db-c109-45dc-acd9-88a914ba3b3b","6rrhatwXua"
"0720-1644-8848","Informatica Big Data Management","7e3f3999-bc98-4a05-ae72-5e579f0d8646","7h2gu5zca6q4lrf0gb9ibm53a","2019-12-28","offer-dvsouy6jk5t72","Public","Informatica Big Data Management","4459c86f-974a-49d6-a7c2-e39a609b8752","6rrhatwXua"
"0720-1644-8848","Informatica Remote Access Jump Server","5e3e9ffe-28b6-44ad-bd53-16264f48e170","5kv1mgs988nznne08lyv2y99s","2019-12-28","offer-dvsouy6jk5t72","Public","Informatica Big Data Management","4459c86f-974a-49d6-a7c2-e39a609b8752","6rrhatwXua"
"0735-9637-1268","Informatica Big Data Management (BYOL)","cd43828b-511e-4d5c-a443-a0b03569a334","c5h4rsrjctqqjg1udtyxxekac","2018-03-07","c5h4rsrjctqqjg1udtyxxekac","Public","","","gukDgMEaFtA"
"0736-1301-1917","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-08-13","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","VPDAsrDvCvg"
"0736-1301-1917","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-08-13","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","VPDAsrDvCvg"
"0736-1301-1917","Informatica Remote Access Jump Server","52a175fa-cae4-42ef-88df-3d113b71d4e7","4w3y90hx6tdbfy7xvv2vim5t3","2019-08-13","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","VPDAsrDvCvg"
"0752-1372-3244","Informatica Intelligent Cloud Services ETL for Amazon PAYG","cf673aed-799a-4df2-a9bc-546e97127088","ca1ah6au715l3h594zaw0hnd4","2019-04-08","ca1ah6au715l3h594zaw0hnd4","Public","","","aqZTKpayDXN"
"0769-6095-4696","Informatica PowerCenter For Windows (BYOL)","73eb10f0-ef93-494a-bff4-de78cbe56fcb","6v1zb9yrtsigaykmxgr2y7557","2017-04-25","6v1zb9yrtsigaykmxgr2y7557","Public","","","ThjTPAPjJw8"
"0769-6095-4696","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-04-25","aiuhmjnu9qqdkztzj54s7nh15","Public","","","ThjTPAPjJw8"
"0797-6720-8767","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2018-06-28","9jm3n4pl2h59tpnsrilkg190w","Public","","","J1yUBmDVAe4"
"0825-0671-7075","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2017-05-17","aiuhmjnu9qqdkztzj54s7nh15","Public","","","MyzcovKaAP7"
"0886-1896-7220","Informatica Intelligent Cloud Services for Amazon S3 (Windows)","7b517034-1b8c-421e-95f1-342aa32e3f71","7atqwpehdvbkluv3ixp4u8fox","2017-11-05","7atqwpehdvbkluv3ixp4u8fox","Public","","","6RSBwpnm3MY"
"0890-4283-8731","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2020-03-09","9jm3n4pl2h59tpnsrilkg190w","Public","","","PWgPYyXXpQG"
"0918-4211-2622","Informatica PowerCenter For Red Hat Linux (BYOL)","b1c14762-8f3f-41df-ae2c-91adee508cf9","aiuhmjnu9qqdkztzj54s7nh15","2019-04-17","aiuhmjnu9qqdkztzj54s7nh15","Public","","","aYm77TMA6sT"
"0925-2309-8975","Informatica PowerCenter For Red Hat Linux (PAYG)","a1394219-fced-4a9c-87b9-b525ab7793f0","9jm3n4pl2h59tpnsrilkg190w","2018-04-17","9jm3n4pl2h59tpnsrilkg190w","Public","","","7c1WiTLbbJP"
"0946-1781-6090","Informatica Data Quality For Windows (BYOL)","56aa4bec-8379-4f76-9e08-f99c6b7d57e9","54pi6dirauiqk20ougnfis25l","2017-03-02","54pi6dirauiqk20ougnfis25l","Public","","","APvTBL1NrTM"
"1047-7961-1876","Informatica Hadoop-Cluster Image for EDC","85c0aa97-5554-4147-9eb0-94303afb4ac6","7x2ci0we5b2vikhvg2iwjy0na","2019-07-12","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","7x67coGPQBG"
"1047-7961-1876","Informatica Enterprise Data Catalog","29fbb919-4f8a-4af7-9e46-ba061ade5d5d","2hh82o246wij4w0fcz9f5h9wd","2019-07-12","offer-jsjjs4luc47dy","Public","Informatica Enterprise Data Catalog","fe64a6a9-7cda-4635-92ed-18d8955d2871","7x67coGPQBG"
